cores, icx, 
1, 1.0, 
8, 7.6678885630498534, 
16, 14.191316146540027, 
24, 19.297047970479706, 
32, 22.93640350877193, 
40, 25.952853598014887, 
48, 28.191374663072775, 
56, 30.14121037463977, 
64, 31.790273556231003, 
72, 33.630225080385856, 
80, 35.574829931972786, 
