cores, grace, 
1, 1.0, 
14, 0.07611940298507462, 
28, 0.04206185567010309, 
43, 0.03274478330658106, 
57, 0.030177514792899405, 
72, 0.03058470764617691, 
86, 0.026020408163265306, 
100, 0.02203023758099352, 
115, 0.019428571428571427, 
129, 0.01714285714285714, 
144, 0.016319999999999998, 
