cores, clx, 
1, 1.0, 
5, 0.20162601626016258, 
11, 0.09447619047619048, 
16, 0.06985915492957746, 
22, 0.05801169590643275, 
28, 0.05221052631578947, 
33, 0.05061224489795918, 
39, 0.048866995073891625, 
44, 0.046572769953051645, 
50, 0.045714285714285714, 
56, 0.04635514018691589, 
