cores, intel, gnu, 
1, 1.0, 1.3458384226138544, 
11, 1.0, 1.345489443378119, 
22, 1.0, 1.3549618320610688, 
33, 1.0, 1.3693181818181819, 
44, 1.0, 1.4015151515151516, 
56, 1.0, 1.4018691588785046, 
67, 1.0, 1.391304347826087, 
78, 1.0, 1.525, 
89, 1.0, 1.5571428571428572, 
100, 1.0, 1.476923076923077, 
112, 1.0, 1.7741935483870968, 
