cores, spr, 
1, 1.0, 
11, 0.09111111111111111, 
22, 0.045895522388059704, 
33, 0.031139240506329116, 
44, 0.02369942196531792, 
56, 0.019158878504672898, 
67, 0.016644113667117728, 
78, 0.015317559153175592, 
89, 0.014009111617312074, 
100, 0.012324649298597196, 
112, 0.013413304252998911, 
