cores, intel, gnu, 
1, 1.0, 0.28011502307710895, 
11, 1.0, 0.31906818479256643, 
22, 1.0, 0.327390180878553, 
33, 1.0, 0.32175572519083967, 
44, 1.0, 0.3172932330827068, 
56, 1.0, 0.3109717868338558, 
67, 1.0, 0.45952023988005997, 
78, 1.0, 0.07752613240418119, 
89, 1.0, 0.37684003925417076, 
100, 1.0, 0.4184008762322015, 
